"Name","Type","Detection.Method","Mass","Radius","Flux","Tsurf","Period","Distance","Age","ESI","Habitable"
"HD 102329 b","K Hot Jovian","Radial Velocity",2593,12.6,6.12,971.489553461696,778,708,1.6,0.21,"No"
"HD 11506 d","G Cold Jovian","Radial Velocity",2346,12.6,0.015,971.489553461696,14723,167,2.3,0.09,"No"
"HD 203387 c","K Hot Jovian","Radial Velocity",2378,12.6,2.88,971.489553461696,2481,201,4.37450250455373,0.31,"Yes"
"HIP 8541 b","K Hot Jovian","Radial Velocity",2451,12.6,1.96,971.489553461696,1852,505,4.37450250455373,0.35,"Yes"
"HD 43197 c","G Cold Jovian","Radial Velocity",2500,12.6,0.013,971.489553461696,9295,203,4.37450250455373,0.08,"No"
"2MASS J04414489+2301513 b","M Cold Jovian","Imaging",2383,12.6,1.6e-05,971.489553461696,79940.7559943925,392,0.001,0.07,"No"
"HD 19615 b","K Hot Jovian","Radial Velocity",2701,12.6,276,971.489553461696,402,864,6.7,0.07,"No"
"HD 168443 b","G Hot Jovian","Radial Velocity",2424,12.6,33.3,971.489553461696,58.1,129,11.1,0.1,"No"
"HD 88072 b","G Cold Jovian","Radial Velocity",2511,12.6,0.0056,971.489553461696,18538,117,4.37450250455373,0.08,"No"
"NN Ser c","WD Jovian","Eclipse Timing Variations",2329,12.6,842.853577881192,971.489553461696,5573,1682,4.37450250455373,0.257026875699888,"No"
"HD 47536 b","K Hot Jovian","Radial Velocity",2330,12.6,48.5,971.489553461696,712,399,10.2,0.09,"No"
"HD 11505 b","G Cold Jovian","Radial Velocity",2510,12.6,0.0035,971.489553461696,32669,127,4.37450250455373,0.07,"No"
"HD 62549 b","G Cold Jovian","Radial Velocity",2707,12.6,0.012,971.489553461696,14306,160,4.37450250455373,0.08,"No"
"HD 68402 b","G Cold Jovian","Radial Velocity",2510,12.6,0.25,971.489553461696,1103,255,2,0.26,"No"
"HIP 35965 b","K Cold Jovian","Radial Velocity",2589,12.6,0.00096,971.489553461696,26125,163,4.37450250455373,0.07,"No"
"HD 7449 b","F Cold Jovian","Radial Velocity",2597,12.6,0.32,971.489553461696,1270,126,2.1,0.3,"Yes"
"HIP 55507 b","M Cold Jovian","Radial Velocity",2585,12.6,0.006,971.489553461696,5138,83.1,4.37450250455373,0.08,"No"
"HD 11112 b","G Cold Jovian","Radial Velocity",2598,12.6,0.014,971.489553461696,17244,144,4.37450250455373,0.09,"No"
"HD 98649 b","G Cold Jovian","Radial Velocity",2665,12.6,0.045,971.489553461696,5697,137,4.44,0.12,"No"
"HD 30177 b","G Cold Jovian","Radial Velocity",2670,12.6,0.095,971.489553461696,2514,181,2.52,0.16,"No"
"HD 137496 c","G Warm Jovian","Radial Velocity",2434,12.6,1.79,971.489553461696,479,506,8.3,0.36,"Yes"
"HD 5891 b","G Hot Jovian","Radial Velocity",2425,12.6,96.3,971.489553461696,177,924,1.5,0.08,"No"
"KMT-2019-BLG-0371L b","Jovian","Microlensing",2447,12.6,842.853577881192,971.489553461696,79940.7559943925,22863,4.37450250455373,0.257026875699888,"No"
"WISE J033605.05-014350.4 b","Jovian","Imaging",2622,12.6,842.853577881192,971.489553461696,2560,2271.62176407314,3,0.257026875699888,"No"
"HATS-59 b","G Hot Jovian","Transit",256,12.62,267,971.489553461696,5.42,2096,4.3,0.07,"No"
"HD 160691 e","G Hot Jovian","Radial Velocity",2224,12.64,2.18,971.489553461696,307,50.9,5.7,0.34,"Yes"
"WASP-47 b","G Hot Jovian","Transit",363,12.64,398,971.489553461696,4.16,863,6.5,0.07,"No"
"WASP-164 b","G Hot Jovian","Transit",676,12.64,1079,971.489553461696,1.78,1068,4.08,0.07,"No"
"HAT-P-2 b","F Hot Jovian","Transit",2866,12.66,852,971.489553461696,5.63,416,1.44,0.07,"No"
"WASP-8 b","G Hot Jovian","Transit",807,12.67,143,971.489553461696,8.16,293,4,0.08,"No"
"TrES-1 b","K Hot Jovian","Transit",266,12.67,324,971.489553461696,3.03,520,3.7,0.07,"No"
"HD 189733 b","K Hot Jovian","Radial Velocity",359,12.67,354,971.489553461696,2.22,64.5,1.4,0.07,"No"
"SWEEPS-11 b","Jovian","Transit",3082,12.67,842.853577881192,971.489553461696,1.8,27723,4.37450250455373,0.257026875699888,"No"
"HATS-50 b","G Hot Jovian","Transit",123,12.67,637,971.489553461696,3.83,2468,1.2,0.07,"No"
"OGLE-TR-182 b","G Hot Jovian","Transit",320,12.67,669,971.489553461696,3.98,8159,4.3,0.07,"No"
"Kepler-434 b","G Hot Jovian","Transit",908,12.67,165,971.489553461696,12.9,3987,4,0.08,"No"
"K2-253 b","F Hot Jovian","Transit",106,12.67,327,971.489553461696,4,2858,4.37450250455373,0.07,"No"
"Kepler-762 b","G Hot Jovian","Transit",107,12.68,855,971.489553461696,3.77,6191,3.8,0.07,"No"
"UZ For b","K Jovian","Eclipse Timing Variations",2002,12.7,842.853577881192,971.489553461696,5840,781,4.37450250455373,0.257026875699888,"No"
"HD 219134 h","K Cold Jovian","Radial Velocity",108,12.7,0.032,971.489553461696,2247,21.3,12.5,0.1,"No"
"KMT-2021-BLG-0322L b","Jovian","Microlensing",2034,12.7,842.853577881192,971.489553461696,79940.7559943925,21526,4.37450250455373,0.257026875699888,"No"
"HD 36384 b","M Hot Jovian","Radial Velocity",2097,12.7,234,971.489553461696,490,682,0.11,0.07,"No"
"HD 175167 b","G Warm Jovian","Radial Velocity",2037,12.7,0.63,971.489553461696,1276,231,4.37450250455373,0.38,"Yes"
"HD 168863 b","K Cold Jovian","Radial Velocity",2154,12.7,0.0027,971.489553461696,14773,130,4.37450250455373,0.07,"No"
"IC 4651 9122 b","K Hot Jovian","Radial Velocity",2002,12.7,10.6,971.489553461696,734,2802,1.14,0.16,"No"
"Kepler-424 c","G Warm Jovian","Radial Velocity",2215,12.7,1.33,971.489553461696,223,2278,4.9,0.39,"Yes"
"NGC 2682 Sand 364 b","K Hot Jovian","Radial Velocity",2126,12.7,448,971.489553461696,121,2665,4.15,0.07,"No"
"HD 30177 c","G Cold Jovian","Radial Velocity",1954,12.7,0.012,971.489553461696,12085,181,11.6,0.08,"No"
"HD 60292 b","K Hot Jovian","Radial Velocity",2065,12.7,114,971.489553461696,495,1028,1.8,0.08,"No"
"alf Tau b","K Hot Jovian","Radial Velocity",2056,12.7,221,971.489553461696,628,66.6,6.6,0.07,"No"
"BD+03 2562 b","K Hot Jovian","Radial Velocity",2034,12.7,302,971.489553461696,481,3491,5.2,0.07,"No"
"DP Leo b","B Cold Jovian","Eclipse Timing Variations",1995,12.7,6.4e-05,971.489553461696,10220,997,4.37450250455373,0.07,"No"
"HIP 56640 b","K Warm Jovian","Radial Velocity",2151,12.7,0.55,971.489553461696,2675,398,9.15,0.36,"Yes"
"YSES 2 b","K Cold Jovian","Imaging",2002,12.7,4.9e-05,971.489553461696,79940.7559943925,356,0.014,0.07,"No"
"HD 147018 c","G Cold Jovian","Radial Velocity",2080,12.7,0.19,971.489553461696,1008,131,6.36,0.23,"No"
"HD 1666 b","F Hot Jovian","Radial Velocity",2040,12.7,7.83,971.489553461696,270,384,1.76,0.19,"No"
"HD 27894 d","K Cold Jovian","Radial Velocity",2063,12.7,0.014,971.489553461696,5019,142,13,0.09,"No"
"HD 120084 b","G Hot Jovian","Radial Velocity",2034,12.7,3.52,971.489553461696,2142,336,1.02,0.28,"No"
"HD 11977 b","G Hot Jovian","Radial Velocity",2080,12.7,20.2,971.489553461696,711,221,1.2,0.12,"No"
"HD 59686 A b","K Hot Jovian","Radial Velocity",2199,12.7,56.3,971.489553461696,299,291,1.73,0.09,"No"
"HD 132406 b","G Warm Jovian","Radial Velocity",1970,12.7,0.49,971.489553461696,974,230,7.19,0.35,"Yes"
"HIP 67851 c","K Warm Jovian","Radial Velocity",2204,12.7,0.47,971.489553461696,3923,209,4.37450250455373,0.35,"Yes"
"HD 125612 d","G Cold Jovian","Radial Velocity",2281,12.7,0.073,971.489553461696,2822,187,1.77,0.14,"No"
"HD 2039 b","G Cold Jovian","Radial Velocity",1999,12.7,0.46,971.489553461696,1120,279,6,0.34,"Yes"
"eps CrB b","K Hot Jovian","Radial Velocity",2129,12.7,102,971.489553461696,417,227,1.74,0.08,"No"
"HD 126614 b","G Cold Jovian","Radial Velocity",107,12.7,0.29,971.489553461696,1257,238,7.2,0.28,"No"
"HD 233604 b","K Hot Jovian","Radial Velocity",2089,12.7,100,971.489553461696,192,2762,2.4,0.08,"No"
"bet UMi b","K Hot Jovian","Radial Velocity",1938,12.7,279,971.489553461696,522,126,2.95,0.07,"No"
"HD 113996 b","K Hot Jovian","Radial Velocity",2002,12.7,118,971.489553461696,610,379,3.24,0.08,"No"
"HD 81040 b","G Cold Jovian","Radial Velocity",2151,12.7,0.26,971.489553461696,1005,112,0.73,0.26,"No"
"HD 224538 b","F Warm Jovian","Radial Velocity",2075,12.7,0.59,971.489553461696,1202,257,2,0.37,"Yes"
"eps Tau b","K Hot Jovian","Radial Velocity",2285,12.7,22.2,971.489553461696,585,155,4.37450250455373,0.12,"No"
"KMT-2016-BLG-1397L b","Jovian","Microlensing",2200,12.7,842.853577881192,971.489553461696,79940.7559943925,21526,4.37450250455373,0.257026875699888,"No"
"TYC 0434-04538-1 b","K Hot Jovian","Radial Velocity",1938,12.7,107,971.489553461696,193,2000,4.37450250455373,0.08,"No"
"OGLE-2019-BLG-0299L b","Jovian","Microlensing",1976,12.7,842.853577881192,971.489553461696,79940.7559943925,19014,4.37450250455373,0.257026875699888,"No"
"OGLE-2019-BLG-0249L b","Jovian","Microlensing",2262,12.7,842.853577881192,971.489553461696,79940.7559943925,20776,4.37450250455373,0.257026875699888,"No"
"HAT-P-25 b","G Hot Jovian","Transit",180,12.72,324,971.489553461696,3.65,979,3.2,0.07,"No"
"Qatar-4 b","K Hot Jovian","Transit",1938,12.72,612,971.489553461696,1.81,1073,0.17,0.07,"No"
"NGTS-5 b","K Hot Jovian","Transit",72.8,12.73,211,971.489553461696,3.36,1000,4.37450250455373,0.08,"No"
"Kepler-14 b","F Hot Jovian","Transit",2669,12.73,1059,971.489553461696,6.79,2602,2.2,0.07,"No"
"HD 118203 b","K Hot Jovian","Radial Velocity",688,12.73,874,971.489553461696,6.13,300,5.32,0.07,"No"
"WASP-104 b","G Hot Jovian","Transit",404,12.74,758,971.489553461696,1.76,606,3,0.07,"No"
"HATS-57 b","G Hot Jovian","Transit",1000,12.77,660,971.489553461696,2.35,911,2.5,0.07,"No"
"XO-1 b","G Hot Jovian","Transit",263,12.78,344,971.489553461696,3.94,533,0.9,0.07,"No"
"WASP-97 b","G Hot Jovian","Transit",432,12.78,1079,971.489553461696,2.07,492,4.8,0.07,"No"
"TOI-1820 b","G Hot Jovian","Transit",731,12.78,529,971.489553461696,4.86,810,11,0.07,"No"
"XO-5 b","G Hot Jovian","Transit",378,12.78,328,971.489553461696,4.19,900,8.5,0.07,"No"
"HD 11755 b","G Hot Jovian","Radial Velocity",1789,12.8,126,971.489553461696,433,766,10.2,0.08,"No"
"HD 29985 b","K Cold Jovian","Radial Velocity",1739,12.8,0.00082,971.489553461696,20608,101,4.37450250455373,0.07,"No"
"BD-17 63 b","K Cold Jovian","Radial Velocity",1620,12.8,0.14,971.489553461696,655,112,4.3,0.19,"No"
"HD 238914 b","K Hot Jovian","Radial Velocity",1906,12.8,2.63,971.489553461696,4100,1694,4.37450250455373,0.32,"Yes"
"HD 155918 c","G Cold Jovian","Radial Velocity",1878,12.8,0.006,971.489553461696,17202,89.9,12.3,0.08,"No"
"HD 151450 c","F Cold Jovian","Radial Velocity",1636,12.8,0.0086,971.489553461696,18144,142,4.37450250455373,0.08,"No"
"HD 213240 b","G Warm Jovian","Radial Velocity",1655,12.8,0.83,971.489553461696,882,133,4.6,0.39,"Yes"
"HD 99706 c","K Hot Jovian","Radial Velocity",1808,12.8,2.88,971.489553461696,1278,478,2.1,0.3,"Yes"
"NY Vir c","B Warm Jovian","Eclipse Timing Variations",1760,12.8,0.58,971.489553461696,8799,1774,4.37450250455373,0.37,"Yes"
"HD 75302 b","G Cold Jovian","Radial Velocity",1716,12.8,0.033,971.489553461696,4356,98.9,2.1,0.1,"No"
"HD 66141 b","K Hot Jovian","Radial Velocity",1906,12.8,120,971.489553461696,480,222,6.84,0.08,"No"
"Kepler-56 d","K Hot Jovian","Radial Velocity",1784,12.8,1.76,971.489553461696,1002,2977,4.37,0.36,"Yes"
"HD 16175 b","G Warm Jovian","Radial Velocity",1875,12.8,0.9,971.489553461696,990,195,3.3,0.39,"Yes"
"HD 145377 b","G Hot Jovian","Radial Velocity",1913,12.8,8.1,971.489553461696,103,174,1.3,0.18,"No"
"HD 240210 b","K Hot Jovian","Radial Velocity",1655,12.8,26.7,971.489553461696,501,1214,5.08,0.11,"No"
"GJ 676 A b","M Cold Jovian","Radial Velocity",1840,12.8,0.032,971.489553461696,1051,52.3,4.37450250455373,0.1,"No"
"HD 147873 b","G Hot Jovian","Radial Velocity",1633,12.8,22.4,971.489553461696,116,355,4,0.11,"No"
"HD 154672 b","G Hot Jovian","Radial Velocity",1706,12.8,6.34,971.489553461696,163,205,8,0.21,"No"
"HD 10697 b","G Warm Jovian","Radial Velocity",1825,12.8,0.72,971.489553461696,1075,108,6.98,0.38,"Yes"
"HD 73267 c","K Cold Jovian","Radial Velocity",1630,12.8,0.0042,971.489553461696,17071,164,8.14,0.07,"No"
"gam Lib c","K Hot Jovian","Radial Velocity",1662,12.8,14.7,971.489553461696,966,154,2.82,0.14,"No"
"HD 87883 b","K Cold Jovian","Radial Velocity",1719,12.8,0.029,971.489553461696,3309,59.7,7.6,0.1,"No"
"K2-312 c","G Warm Jovian","Radial Velocity",1719,12.8,0.85,971.489553461696,921,358,2.67,0.39,"Yes"
"HD 156098 c","F Cold Jovian","Radial Velocity",1661,12.8,0.18,971.489553461696,7841,157,4.37450250455373,0.22,"No"
"tau Boo b","F Hot Jovian","Radial Velocity",1891,12.8,1332,971.489553461696,3.31,51.1,2,0.07,"No"
"HD 13908 c","F Warm Jovian","Radial Velocity",1630,12.8,0.98,971.489553461696,931,259,2.9,0.4,"Yes"
"HD 5583 b","K Hot Jovian","Radial Velocity",1837,12.8,145,971.489553461696,139,714,7.41,0.08,"No"
"HD 75784 c","G Cold Jovian","Radial Velocity",1792,12.8,0.096,971.489553461696,7900,278,5.36,0.16,"No"
"HD 56957 b","G Cold Jovian","Radial Velocity",1880,12.8,0.078,971.489553461696,5859,200,4.37450250455373,0.14,"No"
"HD 28185 b","G Warm Jovian","Radial Velocity",1855,12.8,0.97,971.489553461696,385,128,7.5,0.4,"Yes"
"HD 80883 b","K Cold Jovian","Radial Velocity",1748,12.8,0.011,971.489553461696,6383,112,4.37450250455373,0.08,"No"
"HD 95544 b","G Cold Jovian","Radial Velocity",1913,12.8,0.3,971.489553461696,2041,286,4.37450250455373,0.29,"Yes"
"HD 135872 b","K Warm Jovian","Radial Velocity",1744,12.8,0.5,971.489553461696,2422,268,4.37450250455373,0.35,"Yes"
"HD 148164 c","F Cold Jovian","Radial Velocity",1640,12.8,0.057,971.489553461696,5062,251,2.41,0.13,"No"
"TYC 3667-1280-1 b","K Hot Jovian","Radial Velocity",1716,12.8,544,971.489553461696,26.5,1557,1.35,0.07,"No"
"HIP 65891 b","K Hot Jovian","Radial Velocity",1871,12.8,5.77,971.489553461696,1079,490,4.37450250455373,0.22,"No"
"HD 80869 b","G Cold Jovian","Radial Velocity",1609,12.8,0.78,971.489553461696,1752,278,4.37450250455373,0.39,"Yes"
"HD 70573 b","G Cold Jovian","Radial Velocity",1900,12.8,0.35,971.489553461696,851,193,0.1,0.31,"Yes"
"HD 50554 b","F Cold Jovian","Radial Velocity",1859,12.8,0.29,971.489553461696,1293,101,2.16,0.28,"No"
"KMT-2021-BLG-0119L b","Jovian","Microlensing",1754,12.8,842.853577881192,971.489553461696,79940.7559943925,10208,4.37450250455373,0.257026875699888,"No"
"OGLE-2017-BLG-1049L b","Jovian","Microlensing",1760,12.8,842.853577881192,971.489553461696,79940.7559943925,18493,4.37450250455373,0.257026875699888,"No"
"HD 72892 b","G Hot Jovian","Radial Velocity",1737,12.8,29.7,971.489553461696,39.4,227,8,0.1,"No"
"HD 104985 b","G Hot Jovian","Radial Velocity",1766,12.8,115,971.489553461696,199,328,4.37450250455373,0.08,"No"
"HU Aqr AB b","G Jovian","Eclipse Timing Variations",1875,12.8,842.853577881192,971.489553461696,2390,626,4.37450250455373,0.257026875699888,"No"
"HD 211403 b","F Hot Jovian","Radial Velocity",1760,12.8,3.93,971.489553461696,223,271,4.37450250455373,0.26,"No"
"TOI-3362 b","F Hot Jovian","Transit",1598,12.8,404,971.489553461696,18.1,1196,2.14,0.07,"No"
"NGTS-13 b","G Hot Jovian","Transit",1538,12.8,1095,971.489553461696,4.12,2112,4.23,0.07,"No"
"Qatar-1 b","K Hot Jovian","Transit",411,12.81,670,971.489553461696,1.42,605,1.19,0.07,"No"
"WASP-161 b","F Hot Jovian","Transit",791,12.81,979,971.489553461696,5.41,1118,4.37450250455373,0.07,"No"
"WASP-98 b","G Hot Jovian","Transit",293,12.82,310,971.489553461696,2.96,918,2.7,0.07,"No"
"Kepler-432 b","K Hot Jovian","Transit",1719,12.83,108,971.489553461696,52.5,2765,4.2,0.08,"No"
"TOI-2842 b","G Hot Jovian","Transit",117,12.85,780,971.489553461696,3.55,1503,4.7,0.07,"No"
"WASP-67 b","K Hot Jovian","Transit",136,12.89,189,971.489553461696,4.61,617,12.6,0.07,"No"
"HAT-P-22 b","G Hot Jovian","Transit",785,12.89,448,971.489553461696,3.21,266,12.4,0.07,"No"
"WASP-190 b","F Hot Jovian","Transit",317,12.89,1116,971.489553461696,5.37,1768,4.37450250455373,0.07,"No"
"Kepler-422 b","G Hot Jovian","Transit",136,12.89,258,971.489553461696,7.89,2357,3.4,0.07,"No"
"TOI-1899 b","M Hot Jovian","Transit",209,12.89,3.51,971.489553461696,29,418,7.4,0.28,"No"
"HD 160691 c","G Cold Jovian","Radial Velocity",1398,12.9,0.11,971.489553461696,3947,50.9,5.7,0.17,"No"
"HD 102272 b","K Hot Jovian","Radial Velocity",1570,12.9,176,971.489553461696,127,1132,4.37450250455373,0.08,"No"
"HD 196050 b","G Cold Jovian","Radial Velocity",1493,12.9,0.26,971.489553461696,1392,165,4.3,0.27,"No"
"HD 67087 c","F Cold Jovian","Radial Velocity",1540,12.9,0.36,971.489553461696,2374,249,1.45,0.31,"Yes"
"KMT-2019-BLG-0414L b","Jovian","Microlensing",1452,12.9,842.853577881192,971.489553461696,79940.7559943925,14383,4.37450250455373,0.257026875699888,"No"
"HD 143361 b","G Cold Jovian","Radial Velocity",1382,12.9,0.21,971.489553461696,1039,223,2.94,0.24,"No"
"HD 111591 b","K Hot Jovian","Radial Velocity",1398,12.9,6.31,971.489553461696,1056,372,1.41,0.21,"No"
"HD 112640 b","K Hot Jovian","Radial Velocity",1589,12.9,101,971.489553461696,613,1054,1.6,0.08,"No"
"HD 190228 b","G Warm Jovian","Radial Velocity",1598,12.9,1.04,971.489553461696,1143,204,4.37450250455373,0.39,"Yes"
"BD-210397 c","K Cold Jovian","Radial Velocity",1525,12.9,0.0043,971.489553461696,6240,77.4,4,0.07,"No"
"KMT-2018-BLG-1990L b","M Jovian","Microlensing",111,12.9,842.853577881192,971.489553461696,79940.7559943925,3153,4.37450250455373,0.257026875699888,"No"
"HD 95086 b","A Cold Jovian","Imaging",1589,12.9,0.0021,971.489553461696,79940.7559943925,281,0.017,0.07,"No"
"OGLE-2018-BLG-0740L b","G Cold Jovian","Microlensing",1500,12.9,0.038,971.489553461696,5480,10436,4.37450250455373,0.11,"No"
"2MASS J12073346-3932539 b","M Cold Jovian","Imaging",1589,12.9,9.1e-07,971.489553461696,79940.7559943925,209,0.008,0.07,"No"
"HIP 70849 b","K Cold Jovian","Radial Velocity",1430,12.9,0.0074,971.489553461696,3649,78.5,3,0.08,"No"
"HD 89839 b","F Cold Jovian","Radial Velocity",1592,12.9,0.11,971.489553461696,3441,186,1.6,0.17,"No"
"Kepler-454 c","G Warm Jovian","Radial Velocity",1433,12.9,0.65,971.489553461696,524,752,5.25,0.38,"Yes"
"GJ 86 b","K Hot Jovian","Radial Velocity",1404,12.9,33.7,971.489553461696,15.8,35.2,11.3,0.1,"No"
"HD 204313 b","G Cold Jovian","Radial Velocity",1466,12.9,0.12,971.489553461696,2041,155,3.38,0.18,"No"
"HD 40979 b","F Hot Jovian","Radial Velocity",1484,12.9,2.79,971.489553461696,264,111,3.56,0.31,"Yes"
"HU Aqr AB c","G Jovian","Eclipse Timing Variations",1430,12.9,842.853577881192,971.489553461696,4368,626,4.37450250455373,0.257026875699888,"No"
"HD 111998 b","F Warm Jovian","Radial Velocity",1525,12.9,0.9,971.489553461696,810,108,1.7,0.39,"Yes"
"MOA-2011-BLG-293L b","Jovian","Microlensing",1500,12.9,842.853577881192,971.489553461696,3000,25179,4.37450250455373,0.257026875699888,"No"
"HIP 66074 b","K Cold Jovian","Astrometry",1589,12.9,0.75,971.489553461696,310,115,7.9,0.39,"Yes"
"HD 145675 c","K Cold Jovian","Radial Velocity",1597,12.9,0.0054,971.489553461696,15732,58.5,5.24,0.07,"No"
"HD 142022 A b","G Cold Jovian","Radial Velocity",1433,12.9,0.14,971.489553461696,1928,111,7,0.19,"No"
"OGLE-2018-BLG-1700L b","Jovian","Microlensing",1400,12.9,842.853577881192,971.489553461696,79940.7559943925,24787,4.37450250455373,0.257026875699888,"No"
"HD 11506 b","G Cold Jovian","Radial Velocity",1551,12.9,0.3,971.489553461696,1613,167,2.3,0.29,"Yes"
"KMT-2018-BLG-1292L b","Jovian","Microlensing",1400,12.9,842.853577881192,971.489553461696,79940.7559943925,11284,4.37450250455373,0.257026875699888,"No"
"HD 55696 b","G Cold Jovian","Radial Velocity",1357,12.9,0.38,971.489553461696,1827,254,2.64,0.31,"Yes"
"KMT-2016-BLG-1820L b","Jovian","Microlensing",1450,12.9,842.853577881192,971.489553461696,79940.7559943925,20417,4.37450250455373,0.257026875699888,"No"
"OGLE-2008-BLG-355L b","Jovian","Microlensing",1500,12.9,842.853577881192,971.489553461696,79940.7559943925,22178,4.37450250455373,0.257026875699888,"No"
"17 Sco b","K Hot Jovian","Radial Velocity",1373,12.9,85.5,971.489553461696,578,407,5.13,0.08,"No"
"HD 29021 b","G Cold Jovian","Radial Velocity",1420,12.9,0.14,971.489553461696,1362,101,7.4,0.2,"No"
"HD 27969 b","G Warm Jovian","Radial Velocity",1525,12.9,1.42,971.489553461696,654,221,4.37450250455373,0.38,"Yes"
"HD 160691 b","G Warm Jovian","Radial Velocity",1366,12.91,0.85,971.489553461696,645,50.9,5.7,0.39,"Yes"
"HATS-36 b","G Hot Jovian","Transit",1022,12.92,603,971.489553461696,4.18,2793,0.62,0.07,"No"
"HATS-60 b","G Hot Jovian","Transit",210,12.92,917,971.489553461696,3.56,1586,7.55,0.07,"No"
"TOI-3331 A b","G Hot Jovian","Transit",721,12.98,816,971.489553461696,2.02,708,2.1,0.07,"No"
"Wendelstein-2 b","K Hot Jovian","Transit",232,12.99,268,971.489553461696,1.75,1844,4.37450250455373,0.07,"No"
"HD 95872 b","K Cold Jovian","Radial Velocity",1188,13,0.022,971.489553461696,4375,235,10,0.09,"No"
"HD 191939 e","G Hot Jovian","Radial Velocity",112,13,3.93,971.489553461696,101,174,8.7,0.26,"No"
"55 Cnc d","G Cold Jovian","Radial Velocity",1232,13,0.018,971.489553461696,5574,41,5.5,0.09,"No"
"HAT-P-44 c","K Cold Jovian","Radial Velocity",1271,13,0.24,971.489553461696,872,1134,7.5,0.25,"No"
"KELT-6 c","F Warm Jovian","Radial Velocity",1179,13,0.64,971.489553461696,1276,785,4.9,0.37,"Yes"
"42 Dra b","K Hot Jovian","Radial Velocity",1233,13,109,971.489553461696,479,295,9.49,0.08,"No"
"GJ 504 b","G Cold Jovian","Imaging",1271,13,0.0011,971.489553461696,79940.7559943925,57.2,0.16,0.07,"No"
"RR Cae b","M Cold Jovian","Eclipse Timing Variations",1334,13,0.00028,971.489553461696,4343,69.1,4.37450250455373,0.07,"No"
"HD 215497 c","K Cold Jovian","Radial Velocity",111,13,0.26,971.489553461696,566,132,5.8,0.26,"No"
"HD 28254 b","G Cold Jovian","Radial Velocity",1207,13,1.17,971.489553461696,1333,180,6,0.39,"Yes"
"HD 76920 b","K Hot Jovian","Radial Velocity",1249,13,35.1,971.489553461696,415,600,7.1,0.1,"No"
"HD 1605 c","K Warm Jovian","Radial Velocity",1150,13,0.51,971.489553461696,2149,289,4.36,0.35,"Yes"
"HD 70642 b","G Cold Jovian","Radial Velocity",1239,13,0.095,971.489553461696,2124,95.5,0.92,0.16,"No"
"HD 92788 b","G Warm Jovian","Radial Velocity",1195,13,1.19,971.489553461696,325,113,2.55,0.39,"Yes"
"KMT-2017-BLG-0673L b","Jovian","Microlensing",1166,13,842.853577881192,971.489553461696,79940.7559943925,16568,4.37450250455373,0.257026875699888,"No"
"OGLE-2016-BLG-0613L AB b","Jovian","Microlensing",1330,13,842.853577881192,971.489553461696,79940.7559943925,11121,4.37450250455373,0.257026875699888,"No"
"HD 86950 b","K Hot Jovian","Radial Velocity",1144,13,4.98,971.489553461696,1270,684,4.37450250455373,0.23,"No"
"HR 8799 c","A Cold Jovian","Imaging",3000,13,0.0039,971.489553461696,69000,134,0.06,0.07,"No"
"KMT-2016-BLG-2364L b","Jovian","Microlensing",1250,13,842.853577881192,971.489553461696,79940.7559943925,21004,4.37450250455373,0.257026875699888,"No"
"GJ 463 b","M Cold Jovian","Radial Velocity",1144,13,0.0024,971.489553461696,3448,59.9,4.37450250455373,0.07,"No"
"BD+20 274 b","K Hot Jovian","Radial Velocity",1334,13,55.2,971.489553461696,578,4313,4.37450250455373,0.09,"No"
"HD 166724 b","K Cold Jovian","Radial Velocity",1207,13,0.016,971.489553461696,5144,147,4,0.08,"No"
"HR 8799 b","A Cold Jovian","Imaging",2000,13,0.0011,971.489553461696,170000,134,0.06,0.07,"No"
"HD 174205 b","K Hot Jovian","Radial Velocity",1334,13,90.1,971.489553461696,582,763,1.7,0.08,"No"
"HD 216437 b","G Warm Jovian","Radial Velocity",1334,13,0.36,971.489553461696,1359,87.1,4.9,0.31,"Yes"
"MOA-2008-BLG-379L b","K Jovian","Microlensing",1300,13,842.853577881192,971.489553461696,79940.7559943925,10763,4.37450250455373,0.257026875699888,"No"
"OGLE-2016-BLG-0263L b","Jovian","Microlensing",1300,13,842.853577881192,971.489553461696,79940.7559943925,21200,4.37450250455373,0.257026875699888,"No"
"2M0437 b","M Cold Jovian","Imaging",1271,13,4.9e-06,971.489553461696,79940.7559943925,419,2.5,0.07,"No"
"HD 47186 c","G Cold Jovian","Radial Velocity",111,13,0.2,971.489553461696,1353,122,6.5,0.23,"No"
"omi UMa b","G Hot Jovian","Radial Velocity",1160,13,8.58,971.489553461696,1569,179,4.37450250455373,0.18,"No"
"HD 190984 b","F Cold Jovian","Radial Velocity",1137,13,0.11,971.489553461696,4885,483,4.37450250455373,0.17,"No"
"HIP 14810 b","G Hot Jovian","Radial Velocity",1239,13,203,971.489553461696,6.67,164,5.84,0.07,"No"
"HD 73267 b","K Cold Jovian","Radial Velocity",1321,13,0.16,971.489553461696,1257,164,8.14,0.21,"No"
"HD 35759 b","G Hot Jovian","Radial Velocity",1195,13,24.7,971.489553461696,82.5,232,4.37450250455373,0.11,"No"
"HD 92788 c","G Cold Jovian","Radial Velocity",1166,13,0.013,971.489553461696,11611,113,2.55,0.08,"No"
"MOA-bin-1L b","Jovian","Microlensing",1200,13,842.853577881192,971.489553461696,79940.7559943925,16633,4.37450250455373,0.257026875699888,"No"
